Name,Attribute,Level,Type,ATK,DEF,Description
Idaten the Conqueror Star,LIGHT,Level 10,Warrior/Fusion／Effect,3000.0,2200.0,"2 Level 5 or higher Warrior monstersIf this card is Fusion Summoned: You can add 1 Level 5 Warrior monster from your Deck to your hand. You can only use this effect of ""Idaten the Conqueror Star"" once per turn. Once per turn: You can discard any number of cards; this card gains 200 ATK for each card discarded. Once per battle, during damage calculation, if this card battles an opponent's monster with an equal or lower Level (Quick Effect): You can make that opponent's monster's ATK 0 during that damage calculation only."
Ido the Supreme Magical Force,DARK,Level 6,Fiend/Effect,2200.0,800.0,"You cannot Summon or Normal Set monsters. You can only control 1 ""Ido the Supreme Magical Force"". Once per turn, during the Standby Phase of the next turn after this card was destroyed by card effect and sent to the GY: Special Summon this card from the GY, and if you do, destroy all other monsters you control."
Igknight Cavalier,FIRE,Level 5,Warrior/Pendulum／Normal,2400.0,1200.0,"The vaunted weapons of this pink Igknight have inflicted as much damage to her enemies as to her own troops, but she gets results so very few complain."
Igknight Champion,FIRE,Level 8,Warrior/Effect,2800.0,2300.0,"While this card is in your hand: You can target 3 ""Igknight"" cards you control; destroy them, and if you do, Special Summon this card. Once per turn: You can target 1 other ""Igknight"" monster you control; return it to the hand, and if you do, place 1 monster your opponent controls on the bottom of the Deck."
Igknight Crusader,FIRE,Level 3,Warrior/Pendulum／Normal,1600.0,300.0,"This impulsive Igknight warrior is fanatical about the causes he fights for. Because of this passion, his comrades try to keep him at arm's length."
Igknight Gallant,FIRE,Level 6,Warrior/Pendulum／Normal,2100.0,2200.0,A leader of the most dashing Igknight commando unit. His greatest challenge is keeping the hot tempers of his men under control.
Igknight Lancer,FIRE,Level 7,Warrior/Effect,2600.0,1800.0,"While this card is in your hand: You can target 3 ""Igknight"" cards you control; destroy them, and if you do, Special Summon this card. Once per turn: You can target 1 other ""Igknight"" monster you control; return it to the hand, and if you do, place 1 Spell/Trap Card your opponent controls on the bottom of the Deck."
Igknight Margrave,FIRE,Level 5,Warrior/Pendulum／Normal,1500.0,2500.0,"A high-ranking Igknight warrior. When he does enter the fray, his sweeping attacks are feared not just by the enemy but also his own troops."
Igknight Paladin,FIRE,Level 4,Warrior/Pendulum／Normal,1400.0,1900.0,This Igknight has a reputation as a thinker with a cool head. But the truth is that his emotions just take longer to heat up.
Igknight Squire,FIRE,Level 3,Warrior/Pendulum／Normal,0.0,2000.0,"The cold steel armor of this young squire cannot hide the keen, burning mind contained within."
Igknight Templar,FIRE,Level 4,Warrior/Pendulum／Normal,1700.0,1300.0,"An experienced Igknight warrior who fights for justice and despises the corrupt. He even questions his own weapon these days, due to his absolute quest for righteousness."
Igknight Veteran,FIRE,Level 6,Warrior/Pendulum／Normal,1300.0,2700.0,"This grizzled leader of the bodyguards division acts as chaperone to the Cavalier, and is one of the few complainers about her recklessness (mostly to the Gallant, the only one who understands him)."
"Ignis Heat, the True Dracowarrior",FIRE,Level 5,Wyrm/Effect,2400.0,1000.0,"To Tribute Summon this card face-up, you can Tribute a Continuous Spell/Trap you control, instead of a monster. Once per turn, when your opponent activates a card or effect while you control this Tribute Summoned monster (Quick Effect): You can take 1 ""True Draco"" or ""True King"" Continuous Spell from your Deck, and either activate it or add it to your hand."
"Ignis Phoenix, the Dracoslayer",FIRE,Level 4,Warrior/Pendulum／Effect,1700.0,1900.0,"(This card is always treated as an ""Igknight"" card.)If this card on the field is destroyed by battle or card effect: You can Special Summon 1 ""Dracoslayer"" or ""Igknight"" monster from your Deck, except ""Ignis Phoenix, the Dracoslayer"", and if you do, it is treated as a Tuner. You can only use this effect of ""Ignis Phoenix, the Dracoslayer"" once per turn."
"Ignister Prominence, the Blasting Dracoslayer",FIRE,Level 8,Dragon/Synchro／Effect,2850.0,0.0,"1 Tuner + 1+ non-Tuner Pendulum MonstersOnce per turn: You can target 1 Pendulum Monster on the field or 1 card in the Pendulum Zone; destroy it, and if you do, shuffle 1 card on the field into the Deck. Once per turn: You can Special Summon 1 ""Dracoslayer"" monster from your Deck in Defense Position, but it cannot be used as Synchro Material."
Ignition Beast Volcannon,EARTH,Level 6,Machine/Fusion／Effect,2300.0,1600.0,"1 Machine-Type monster + 1 Pyro-Type monsterWhen this card is Fusion Summoned: You can target 1 monster your opponent controls; destroy that target, also destroy this card, then if both monsters were destroyed, inflict damage to your opponent equal to the ATK of the monster in the Graveyard that was targeted by this effect."
Ignoble Knight of Black Laundsallyn,DARK,Level 5,Warrior/Effect,2000.0,800.0,"You can send 1 face-up LIGHT Normal Monster you control to the Graveyard; Special Summon this card from your hand or Graveyard. You can Tribute 1 ""Noble Knight"" monster; add 1 ""Noble Arms"" card from your Deck to your hand. You can only use this effect of ""Ignoble Knight of Black Laundsallyn"" once per turn. You can only control 1 face-up ""Ignoble Knight of Black Laundsallyn""."
Ignoble Knight of High Laundsallyn,DARK,Level 5,Warrior/Synchro／Effect,2100.0,900.0,"1 Tuner + 1 or more non-Tuner ""Noble Knight"" monstersWhen this card is Synchro Summoned: You can equip 1 ""Noble Arms"" Equip Spell Card from your Deck to this card. At the end of the Battle Phase, if this card destroyed a monster by battle and sent it to the Graveyard: You can add 1 ""Noble Knight"" or ""Noble Arms"" card from your Deck to your hand. You can only control 1 ""Ignoble Knight of High Laundsallyn""."
"Ikelos, the Dream Mirror Mara",DARK,Level 1,Fairy/Effect,500.0,0.0,"If this card is Special Summoned by the effect of a ""Dream Mirror"" monster: You can Special Summon 1 ""Dream Mirror"" monster from your hand, except ""Ikelos, the Dream Mirror Mara"". During the Main or Battle Phase, if ""Dream Mirror of Joy"" is in a Field Zone (Quick Effect): You can Tribute this card; Special Summon 1 ""Ikelos, the Dream Mirror Sprite"" from your Deck. You can only use each effect of ""Ikelos, the Dream Mirror Mara"" once per turn."
"Ikelos, the Dream Mirror Sprite",LIGHT,Level 1,Fairy/Effect,0.0,500.0,"If this card is Special Summoned by the effect of a ""Dream Mirror"" monster: You can add 1 ""Dream Mirror"" card from your Deck to your hand, except ""Ikelos, the Dream Mirror Sprite"". During the Main or Battle Phase, if ""Dream Mirror of Terror"" is in a Field Zone (Quick Effect): You can Tribute this card; Special Summon 1 ""Ikelos, the Dream Mirror Mara"" from your Deck. You can only use each effect of ""Ikelos, the Dream Mirror Sprite"" once per turn."
Il Blud,DARK,Level 6,Zombie/Gemini／Effect,2100.0,800.0,"This card is treated as a Normal Monster while face-up on the field or in the GY. While this card is a Normal Monster on the field, you can Normal Summon it to have it become an Effect Monster with this effect.●Once per turn: You can Special Summon 1 Zombie monster from your hand or either GY, but if this card leaves the field, destroy all Zombie monsters Special Summoned by this effect."
Illegal Knight,DARK,Level 7,Fiend/Effect,2000.0,2000.0,"During the Main Phase, if you control no monsters, or control an ""Adventurer Token"" (Quick Effect): You can Special Summon this card from your hand. If you control an ""Adventurer Token"" (Quick Effect): You can target up to 2 cards your opponent controls; give control of this card to your opponent, and if you do, return that card(s) to the hand. You can only use each effect of ""Illegal Knight"" once per turn."
Illusion of Chaos,DARK,Level 7,Spellcaster/Ritual／Effect,2100.0,2500.0,"You can Ritual Summon this card with ""Chaos Form"". You can reveal this card in your hand; add 1 ""Dark Magician"", or 1 non-Ritual Monster that mentions it, from your Deck to your hand, then place 1 card from your hand on top of the Deck. When your opponent activates a monster effect (Quick Effect): You can return this card to the hand, and if you do, Special Summon 1 ""Dark Magician"" from your GY, and if you do that, negate that activated effect. You can only use each effect of ""Illusion of Chaos"" once per turn."
Illusionist Faceless Mage,DARK,Level 5,Spellcaster/Normal,1200.0,2200.0,Manipulates enemy attacks with the power of illusion.
Illusionist Faceless Magician,DARK,Level 5,Spellcaster/Effect,1200.0,2200.0,"If a face-up ""Eyes Restrict"" Fusion Monster(s) or ""Relinquished"" you control is destroyed by battle or card effect: You can Special Summon this card from the GY (if it was there when that monster was destroyed) or hand (even if not). If this card is sent from the field to the GY: You can target 1 ""Eyes Restrict"" Fusion Monster or ""Relinquished"" in your GY; Special Summon it. You can only use each effect of ""Illusionist Faceless Magician"" once per turn."
Illusory Snatcher,DARK,Level 7,Fiend/Effect,2400.0,1000.0,"When you Tribute Summon a monster: You can Special Summon this card from your hand, and if you do, the Type, Attribute, and Level of this card become the same as that face-up Tribute Summoned monster."
Imairuka,WATER,Level 2,Sea Serpent/Effect,1000.0,1000.0,"If this card you control is destroyed by your opponent's card and sent to your GY: Send the top card of your Deck to the GY, then, if it is a WATER monster, draw 1 card."
Imduk the World Chalice Dragon,WIND,,Dragon/Link／Effect,800.0,,"1 Normal Monster, except a TokenDuring your Main Phase, you can Normal Summon 1 ""World Chalice"" monster in addition to your Normal Summon/Set. (You can only gain this effect once per turn.) At the start of the Damage Step, if this card battles an opponent's monster this card points to: You can destroy that opponent's monster. If this card is sent from the field to the GY: You can Special Summon 1 ""World Chalice"" monster from your hand."
Immortal Dragon,DARK,Level 6,Zombie/Synchro／Tuner／Effect,500.0,2400.0,"1 Tuner + 1+ non-Tuner monstersDuring your Main Phase: You can send 1 Zombie monster from your Deck to the GY, and if you do, this card's Level becomes the difference in the original Levels of that monster and this card. When your Zombie monster is destroyed by battle, while this card is in your GY: You can Special Summon this card, but banish it when it leaves the field. You can only use each effect of ""Immortal Dragon"" once per turn."
Immortal Phoenix Gearfried,FIRE,Level 9,Warrior/Effect,3000.0,2200.0,"You can banish 1 Equip Spell from your field or GY; Special Summon this card from your hand. At the start of the Damage Step, if this card attacks: You can equip 1 face-up monster on the field to this card (max. 1) as an Equip Spell that gives this card 500 ATK. When a monster effect is activated (Quick Effect): You can send 1 face-up Equip Card you control to the GY; negate the activation, and if you do, destroy it. You can only use each effect of ""Immortal Phoenix Gearfried"" once per turn."
